标题／微博内容,信息属性,原创/转发,发布日期,原微博内容,认证类型,地域,城市,性别,全文内容,粉丝数,微博数,转,评,赞,话题,微博情绪,精准地域,中图地址,MD5-作者ID,MD5-mid,MD5-根微博mid,MD5-根微博用户UID,MD5-父微博ID,MD5-父微博用户ID,,bot
杰伦叫我们玩游戏的时候不要废寝忘食，可以控制好时间，该玩的时候玩，该读书的时候读书。是正能量伦没错了。[心]#英雄联盟代言人#。#英雄联盟9周年# ,非敏感,转发,9/4/2020 14:42,@英雄联盟 #英雄联盟9周年#【周杰伦专访】英雄联盟中国区品牌代言人周杰伦?在#英雄联盟9周年明星赛#?后接受@腾讯爱玩游戏?专访！#英雄联盟代言人# http://t.cn/A64Vu2p6 ??,橙V,江苏, ,男,杰伦叫我们玩游戏的时候不要废寝忘食，可以控制好时间，该玩的时候玩，该读书的时候读书。是正能量伦没错了。[心]#英雄联盟代言人#。#英雄联盟9周年# 【原微博】 @英雄联盟 #英雄联盟9周年#【周杰伦专访】英雄联盟中国区品牌代言人周杰伦?在#英雄联盟9周年明星赛#?后接受@腾讯爱玩游戏?专访！#英雄联盟代言人# http://t.cn/A64Vu2p6 ??,10316,1922,0,2,2,英雄联盟代言人;英雄联盟9周年明星赛;英雄联盟9周年,喜悦,其他, ,5ad09460a8a0ed5e4651d494e5d9ae02,827d2fb8a024ea47f8f86e86e427ab53,71bbdfd25024b9a4a3b478c6fd9efd61,3e02f8e60e16b3c7cd3132a4266c2fe3,71bbdfd25024b9a4a3b478c6fd9efd61,3e02f8e60e16b3c7cd3132a4266c2fe3,,0
#王俊凯# #七载蟹守王俊凯# #王俊凯英雄联盟中国区品牌代言人# 哈哈哈哈我凯 ,非敏感,转发,9/7/2020 14:41,@电竞圈那些事 #明星的游戏ID是什么# #英雄联盟# 英雄联盟9周年，合作过的明星有上百人了，你觉得哪位明星的英雄联盟水平最好呢？ http://t.cn/A64ioqC6 ??,普通,江西,赣州,男,#王俊凯# #七载蟹守王俊凯# #王俊凯英雄联盟中国区品牌代言人# 哈哈哈哈我凯 【原微博】 @电竞圈那些事 #明星的游戏ID是什么# #英雄联盟# 英雄联盟9周年，合作过的明星有上百人了，你觉得哪位明星的英雄联盟水平最好呢？ http://t.cn/A64ioqC6 ??,0,51,0,0,0,英雄联盟;七载蟹守王俊凯;王俊凯英雄联盟中国区品牌代言人;王俊凯;明星的游戏ID是什么,喜悦,其他, ,5aca1345e5eb8e03d62d524772ca4b74,2c3f55ab08d96f0653668ad3eb77f773,52566ef19990fc1ed8b10cd073416dd6,6d365150a33b5e7e2b33a2e112b95236,52566ef19990fc1ed8b10cd073416dd6,6d365150a33b5e7e2b33a2e112b95236,,0
“我是為數不多的能理解他這種精神的人。” ,非敏感,转发,10/13/2020 15:49,@NBA #NBA总决赛# 【詹姆斯荣获2020总决赛MVP】恭喜勒布朗-詹姆斯荣获总决赛MVP，在今天的比赛中老詹拿到了28分14篮板10助攻的三双数据，总决赛期间的表现也毋庸置疑！一起见证伟大！#詹姆斯FMVP##湖人总冠军# http://t.cn/A6baft64 ??,普通,吉林,长春,女,“我是為數不多的能理解他這種精神的人。” 【原微博】 @NBA #NBA总决赛# 【詹姆斯荣获2020总决赛MVP】恭喜勒布朗-詹姆斯荣获总决赛MVP，在今天的比赛中老詹拿到了28分14篮板10助攻的三双数据，总决赛期间的表现也毋庸置疑！一起见证伟大！#詹姆斯FMVP##湖人总冠军# http://t.cn/A6baft64 ??,118,60,0,0,1,湖人总冠军;詹姆斯FMVP;NBA总决赛,悲伤,其他, ,5a7f4833ffe06ed74e480669e0b2d1ca,4ad95e259356a4ebb8416e949731ad08,ec2a8fbabc73dea258675ecc4194d2ac,17d09e6d845bb90474d40dbc09fc87dc,ec2a8fbabc73dea258675ecc4194d2ac,17d09e6d845bb90474d40dbc09fc87dc,,0
好棒，这个一定得支持啊，二话不说，立马赞 ,非敏感,转发,9/4/2020 22:03,@娱小梦 #乘风破浪的姐姐成团之夜#哈哈哈哈张杰唱逆战在宁静组这边唱完跑到李斯丹妮那边，发现姐姐都不会唱，尴尬的跑走了。[允悲][允悲] http://t.cn/A64fiIlD ??,普通,山东,临沂,男,好棒，这个一定得支持啊，二话不说，立马赞 【原微博】 @娱小梦 #乘风破浪的姐姐成团之夜#哈哈哈哈张杰唱逆战在宁静组这边唱完跑到李斯丹妮那边，发现姐姐都不会唱，尴尬的跑走了。[允悲][允悲] http://t.cn/A64fiIlD ??,0,12,0,0,0,乘风破浪的姐姐成团之夜,喜悦,其他, ,5a29ae119b1e7c2fc6395593eb1801d4,95814903ddf7a637d3e3a361d2500e3e,88ce1a527145b0caef213f876b6b5001,e3210ccfd1c8c6e6adc29462a600c7ce,88ce1a527145b0caef213f876b6b5001,e3210ccfd1c8c6e6adc29462a600c7ce,,0
[可怜] ,非敏感,转发,9/3/2020 11:03,@乘风破浪的姐姐 线上打call已经不能满足了，他要来现场啦！华语LIVE王@张杰 强势来袭！一起逆战吗？披荆斩棘的那种！?#乘风破浪的姐姐#成团之夜http://t.cn/A64t9gNG  20:00湖南娱乐频道&芒果TV现场同步直播！ ??,普通,四川, ,男,[可怜] 【原微博】 @乘风破浪的姐姐 线上打call已经不能满足了，他要来现场啦！华语LIVE王@张杰 强势来袭！一起逆战吗？披荆斩棘的那种！?#乘风破浪的姐姐#成团之夜http://t.cn/A64t9gNG  20:00湖南娱乐频道&芒果TV现场同步直播！ ??,0,467,0,0,0,乘风破浪的姐姐,悲伤,其他,"[http://wx2.sinaimg.cn/bmiddle/0084DzVMgy1gid9003ghtj31yb3h0npi.jpg""]""",5a004c36212497b4508a1fa86eb6949d,75249acb540e86903a3a7e35d3eeff5c,36c8ab47f26c5023e8fcf5f20cf35713,c06e30c61372f6e8abf72369e3ade9ce,49f9b26f05b3775c2e2b0030ed6ddeb0,d7e3d85bb7ce3efdd2e70eb9f41c54d3,,0
七月未央， 爱已成殇 ,非敏感,转发,10/15/2020 13:09,@风里雨里球场等你 #湖人总冠军#魔术师近日接受电视采访谈及安东尼-戴维斯休赛期的去留问题。“浓眉不会离开湖人的，他是因湖人而闻名世界的，他不想再重走新奥尔良之路的；” “当詹姆斯退役后，浓眉就是湖人的当家球星，他有机会再赢5、6个冠军，我期待东契奇加盟湖人，与浓眉建立王朝。”#湖人# @jbo竞博赛事菌  http://t.cn/A6b9Okiw,普通,河南,开封,男,七月未央， 爱已成殇 【原微博】 @风里雨里球场等你 #湖人总冠军#魔术师近日接受电视采访谈及安东尼-戴维斯休赛期的去留问题。“浓眉不会离开湖人的，他是因湖人而闻名世界的，他不想再重走新奥尔良之路的；” “当詹姆斯退役后，浓眉就是湖人的当家球星，他有机会再赢5、6个冠军，我期待东契奇加盟湖人，与浓眉建立王朝。”#湖人# @jbo竞博赛事菌  http://t.cn/A6b9Okiw,18,128,0,0,0,湖人总冠军;湖人,悲伤,其他, ,59e6a6a89a602b113e96411a853a9f4c,f56cd13adecd21cb8b884c6238dec77a,bd254cd54684d07ccb8a959ebd216bc9,ad3b046dd4d7f3dbd54e67dcbdfb111b,bd254cd54684d07ccb8a959ebd216bc9,ad3b046dd4d7f3dbd54e67dcbdfb111b,,0
[挤眼]//@蓝蝶_vuj:转发微博 ,非敏感,转发,9/3/2020 11:00,@乘风破浪的姐姐 Can you feel “姐姐” tonight！@阿云嘎Musical?一起唱音乐剧吗？开口跪的那种！?#乘风破浪的姐姐#成团之夜http://t.cn/A64t9AtX  20:00湖南娱乐频道&芒果TV现场同步直播！ ??,普通,重庆, ,男,[挤眼]//@蓝蝶_vuj:转发微博 【原微博】 @乘风破浪的姐姐 Can you feel “姐姐” tonight！@阿云嘎Musical?一起唱音乐剧吗？开口跪的那种！?#乘风破浪的姐姐#成团之夜http://t.cn/A64t9AtX  20:00湖南娱乐频道&芒果TV现场同步直播！ ??,0,2381,0,0,0,乘风破浪的姐姐,喜悦,其他,"[http://wx4.sinaimg.cn/bmiddle/0084DzVMgy1gid8s03qa8j31yb3h01l0.jpg""]""",59c9a9b0bdc6443a97bee683ef985b7c,4eda6c1727e7280a37154204b9121eee,bacb72fb876da5eddd94ae782c12183d,c06e30c61372f6e8abf72369e3ade9ce,93ceccd97770e87b0a2afa77fa36eda3,46b5ae0e34880b10e84cd2989eb7cc9b,,1
#湖人总冠军#恭喜恭喜  湖人总冠军！！！ ??,非敏感,原创,10/12/2020 10:21, ,普通,天津, ,男,#湖人总冠军#恭喜恭喜  湖人总冠军！！！ ??,197,11,0,0,0,湖人总冠军,喜悦,其他, ,5998810334db4c2714e9cc5ad2a9bcbc,e058c2eb93e64e49edff178a9e6a3eb1,,,,,,0
[爱你][赞啊]轰～[haha] ,非敏感,转发,10/12/2020 15:30,@李鑫一Rex 一个赛季结束了，湖人总冠军！！湖人总冠军！湖人总冠军！！????? ??,普通,广东,惠州,男,[爱你][赞啊]轰～[haha] 【原微博】 @李鑫一Rex 一个赛季结束了，湖人总冠军！！湖人总冠军！湖人总冠军！！????? ??,0,235,0,0,0, ,喜悦,其他,"[http://wx1.sinaimg.cn/bmiddle/006m9KLkly1gjmg6c32vmj30ku112k1u.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/006m9KLkly1gjmg63m1z8j31hc0u0hbe.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/006m9KLkly1gjmg6l6x6dj30j60ny0wn.jpg""]""",599010977b21ff4118fdd2d2bd6df01e,1a4d11f749f2fc5e1e1e09de88523dba,825c877fc7b61efaa24bb39892b26c3c,27c2ea1d02d4b71fa21e378051ce26c6,9578d1293ebd9938c5ac5fbe393846b7,e76fdeef701f8779cdf387fba292bee7,,1
[思考]//@用户7472381350会飞的鱼:转发微博 ,非敏感,转发,10/14/2020 1:24,@时代少年团-刘耀文 #湖人总冠军#老詹永远滴神！！！湖人总冠军??#爱豆V力量#?#拍一张名叫快乐的照片# ??,普通,黑龙江, ,男,[思考]//@用户7472381350会飞的鱼:转发微博 【原微博】 @时代少年团-刘耀文 #湖人总冠军#老詹永远滴神！！！湖人总冠军??#爱豆V力量#?#拍一张名叫快乐的照片# ??,0,2489,0,0,0,湖人总冠军;爱豆V力量;拍一张名叫快乐的照片,喜悦,其他,"[http://wx4.sinaimg.cn/bmiddle/006K3Bq7ly1gjmq6sgr7jj30xc0hgq81.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/006K3Bq7ly1gjmq7ebyu4j31ng2iqqob.jpg""]""",5975b8807b25f5faa3909b3c66fc37a3,7fb31ab6b8c39a59adb7b870b28b5e7e,71c9c8e4e7495dea7f6dbe3104a08f9c,88947c0e2ed2d74c86caac169d9079dd,fef8fae5e61fd758036ec4d325ef5341,150ec83b3e4f0528ea92b63a826ec398,,1
湖人总冠军?！！！ 恭喜老詹，第四个冠军，第四个fmvp！ 恭喜浓眉，第一个冠军，还年轻，未来可期！ 恭喜霍华德，终于拿到了自己的第一个总冠军！ 隆多、波谱……，都很棒[good] ,非敏感,转发,10/12/2020 10:13,@詹姆斯吧官方微博 湖人夺冠，赛后都抱在一起庆祝，浓眉在角落，哭了。 ??,普通,湖北, ,男,湖人总冠军?！！！ 恭喜老詹，第四个冠军，第四个fmvp！ 恭喜浓眉，第一个冠军，还年轻，未来可期！ 恭喜霍华德，终于拿到了自己的第一个总冠军！ 隆多、波谱……，都很棒[good] 【原微博】 @詹姆斯吧官方微博 湖人夺冠，赛后都抱在一起庆祝，浓眉在角落，哭了。 ??,103,333,0,0,0, ,喜悦,其他,"[http://wx1.sinaimg.cn/bmiddle/82be6f9egy1gjmbn2n6r6g20dc071e83.gif""&&&&""http://wx3.sinaimg.cn/bmiddle/82be6f9egy1gjmbn45mgzg20dc071qv7.gif""&&&&""http://wx3.sinaimg.cn/bmiddle/82be6f9egy1gjmbn0ug6dg20dc0711ky.gif""]""",5972c948ab3572cd6a8c945f6384130c,46691e6b39cbb7801bd0edecb8e367d4,7e134d1cd65c1a4ceac50adfda2cf416,9cdd576b26e17486b9a3b49de7f8f619,7e134d1cd65c1a4ceac50adfda2cf416,9cdd576b26e17486b9a3b49de7f8f619,,0
湖人总冠军?！！！ 恭喜老詹，第四个冠军，第四个fmvp！ ???恭喜浓眉，第一个冠军，还年轻，未来可期！ 恭喜霍华德，太不容易了，生涯末期终于拿到了自己的第一个总冠军！(拿着冠军奖杯不肯撒手[笑cry])季后赛的隆多、波谱……，都太棒了[good][good][good] http://t.cn/R2WxQOQ ??武汉,非敏感,原创,10/12/2020 10:30, ,普通,湖北, ,男,湖人总冠军?！！！ 恭喜老詹，第四个冠军，第四个fmvp！ ???恭喜浓眉，第一个冠军，还年轻，未来可期！ 恭喜霍华德，太不容易了，生涯末期终于拿到了自己的第一个总冠军！(拿着冠军奖杯不肯撒手[笑cry])季后赛的隆多、波谱……，都太棒了[good][good][good] http://t.cn/R2WxQOQ ??武汉,103,333,0,0,2, ,喜悦,"湖北省,湖北,武汉市,武汉","[http://wx4.sinaimg.cn/bmiddle/006y04lZly1gjmccy1oksj31gj0u0gtx.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/006y04lZly1gjmccylmwmj31kr0u0k07.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/006y04lZly1gjmccz2abdj31i90u0grw.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/006y04lZly1gjmcczietij31670s9qdf.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/006y04lZly1gjmcd0bfvuj30u0166ka8.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/006y04lZly1gjmcd148faj30u010zgye.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/006y04lZly1gjmcd1napnj30j60ny44n.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/006y04lZly1gjmcd29c12j30ud0u0qac.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/006y04lZly1gjmcd2rg99j30j60j6td1.jpg""]""",5972c948ab3572cd6a8c945f6384130c,3a90a3b1677eb553d36e43e9738cf894,,,,,,0
[兔子]//@用户7472381350会飞的鱼:转发微博 ,非敏感,转发,10/14/2020 1:17,@时代少年团-刘耀文 #湖人总冠军#老詹永远滴神！！！湖人总冠军??#爱豆V力量#?#拍一张名叫快乐的照片# ??,普通,黑龙江, ,女,[兔子]//@用户7472381350会飞的鱼:转发微博 【原微博】 @时代少年团-刘耀文 #湖人总冠军#老詹永远滴神！！！湖人总冠军??#爱豆V力量#?#拍一张名叫快乐的照片# ??,0,2816,0,0,0,湖人总冠军;爱豆V力量;拍一张名叫快乐的照片,喜悦,其他,"[http://wx4.sinaimg.cn/bmiddle/006K3Bq7ly1gjmq6sgr7jj30xc0hgq81.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/006K3Bq7ly1gjmq7ebyu4j31ng2iqqob.jpg""]""",5959c8cca6f1f51953ea0ec596bdc9d0,8d6047d425d90377202f59dfa03a30cc,71c9c8e4e7495dea7f6dbe3104a08f9c,88947c0e2ed2d74c86caac169d9079dd,fef8fae5e61fd758036ec4d325ef5341,150ec83b3e4f0528ea92b63a826ec398,,1
[亲亲]//@计和的美丽家园宜2018:转发微博 ,非敏感,转发,10/12/2020 13:05,@李现ing 恭喜！[鼓掌]#湖人总冠军# ??,普通,江苏, ,男,[亲亲]//@计和的美丽家园宜2018:转发微博 【原微博】 @李现ing 恭喜！[鼓掌]#湖人总冠军# ??,0,1165,0,0,0,湖人总冠军,喜悦,其他,"[http://wx2.sinaimg.cn/bmiddle/8cb725a7gy1gjme17h4xvj20iw0iw77q.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/8cb725a7gy1gjme1884nvj20f40iwgn4.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/8cb725a7gy1gjme17xtsbj20sg0zk49a.jpg""]""",59546316fc59412bf2ca7e5a23a82cba,21824f8c0bf8759f6c1912df8ea6f057,ba40b6240dbc3b9b342c289266b3d593,83398876ad731b98d41f48ef63134d63,f2efc3782c713509f5f2107f263108ec,a62edbb66b8c0ba391efdda41dec7594,,1
#袁咏琳[超话]# http://t.cn/RxeE2Zv ??香港,非敏感,原创,9/4/2020 17:38, ,橙V,香港, ,男,#袁咏琳[超话]# http://t.cn/RxeE2Zv ??香港,52728,3012,0,1,5,袁咏琳[超话],喜悦,"香港特别行政区,香港","[http://wx3.sinaimg.cn/bmiddle/66adf7c1gy1gier7zbim8j20u0199n63.jpg""]""",5925a2977119cc0d35ef292b29b5cbe2,29cdfe1628c0d6ef8869de42d2b427ad,,,,,,0
因為嗰陣D球賽全部停晒，我由6月第一集初集結已經睇，之後愛上了，因為我的直覺向我説呢個節目會爆硬和火硬 ！//@任彦臻:爆肯定是爆了，节目也算是今年现象级的。总之第一次追选秀，看这个节目不亏，认识了这么多宝藏姐姐。第二季肯定不看了，团综好好搞，我可以考虑下[二哈] ,非敏感,转发,9/8/2020 15:34,@乘风破浪的姐姐 ?《乘风破浪的姐姐》收官???71+主流媒体点赞，引领“乘风破浪的2020”时代精神?微博热搜645+次，96次TOP1??10万+微信文章920+篇，总阅读量达1亿+?成团之夜最高15+个话题同时在榜，洗榜热搜断层领跑?一切过往，皆为序章? ??,橙V,香港, ,男,因為嗰陣D球賽全部停晒，我由6月第一集初集結已經睇，之後愛上了，因為我的直覺向我説呢個節目會爆硬和火硬 ！//@任彦臻:爆肯定是爆了，节目也算是今年现象级的。总之第一次追选秀，看这个节目不亏，认识了这么多宝藏姐姐。第二季肯定不看了，团综好好搞，我可以考虑下[二哈] 【原微博】 @乘风破浪的姐姐 ?《乘风破浪的姐姐》收官???71+主流媒体点赞，引领“乘风破浪的2020”时代精神?微博热搜645+次，96次TOP1??10万+微信文章920+篇，总阅读量达1亿+?成团之夜最高15+个话题同时在榜，洗榜热搜断层领跑?一切过往，皆为序章? ??,52728,3012,0,0,1, ,中性,其他,"[http://wx4.sinaimg.cn/bmiddle/0084DzVMgy1giifgl3sk7j30u0b00npi.jpg""]""",5925a2977119cc0d35ef292b29b5cbe2,bc02b1529a3850cfc4967c0b10dc01ca,a39a9f0d75f152ed27ebae15d043b86d,c06e30c61372f6e8abf72369e3ade9ce,bb2eaa463dbf2ec77ff1af676fc914b5,8ca3fcbc6744ef79396eab4c060d8c4d,,0
黄明昊不仅歌词少镜头也少，球球这个团放过他吧，别再拖飞机了 ,非敏感,转发,9/4/2020 22:45,@乘风破浪的姐姐 【#乘风破浪的姐姐#成团之夜】乐华NEXT @YH_NEXT_OFFICIAL  带来《Blah-Blah（丛林法则）》惊喜助阵成团之夜，弟弟们火力全开为姐姐加油，有人说姐姐们的乘风破浪也有着自己的法则，但是她们却毫无畏惧，勇往直前，这也许就是姐姐们对待比赛，对待“丛林法则”的态度~ http://t.cn/A64ficzR ??,普通,广东, ,女,黄明昊不仅歌词少镜头也少，球球这个团放过他吧，别再拖飞机了 【原微博】 @乘风破浪的姐姐 【#乘风破浪的姐姐#成团之夜】乐华NEXT @YH_NEXT_OFFICIAL  带来《Blah-Blah（丛林法则）》惊喜助阵成团之夜，弟弟们火力全开为姐姐加油，有人说姐姐们的乘风破浪也有着自己的法则，但是她们却毫无畏惧，勇往直前，这也许就是姐姐们对待比赛，对待“丛林法则”的态度~ http://t.cn/A64ficzR ??,25,806,0,0,0,乘风破浪的姐姐,悲伤,其他, ,591aab1632f43a808f6684a75749f809,ba7a8d7cf2db980265b30afdcfe6fd40,e67fa04c7060178efd0ec83e73969acc,c06e30c61372f6e8abf72369e3ade9ce,e67fa04c7060178efd0ec83e73969acc,c06e30c61372f6e8abf72369e3ade9ce,,0
[看跌] ,非敏感,转发,9/6/2020 3:44,@芒果捞星探 #杨澜像极了下班的你#哈哈哈《乘风破浪的姐姐》成团之夜，杨澜黄晓明同台主持，笑一晚上，结束后表演一秒收笑容，是不是像极了下班时候的你？[笑cry][笑cry] ??,普通,江西,赣州,女,[看跌] 【原微博】 @芒果捞星探 #杨澜像极了下班的你#哈哈哈《乘风破浪的姐姐》成团之夜，杨澜黄晓明同台主持，笑一晚上，结束后表演一秒收笑容，是不是像极了下班时候的你？[笑cry][笑cry] ??,8,118,0,0,0,杨澜像极了下班的你,喜悦,其他,"[http://wx2.sinaimg.cn/bmiddle/006DTj6Tly1gifqu09h10g30cm0am4qr.gif""&&&&""http://wx2.sinaimg.cn/bmiddle/006DTj6Tly1gifqu14disg30cm0am4qr.gif""&&&&""http://wx2.sinaimg.cn/bmiddle/006DTj6Tly1gifqu2ghgkg30nk0d9npg.gif""&&&&""http://wx3.sinaimg.cn/bmiddle/006DTj6Tly1gifqu3oajog30nk0d9npg.gif""&&&&""http://wx4.sinaimg.cn/bmiddle/006DTj6Tly1gifqu4veckg30nk0d9npg.gif""&&&&""http://wx2.sinaimg.cn/bmiddle/006DTj6Tly1gifqu5ydlwg30nk0d9npg.gif""&&&&""http://wx4.sinaimg.cn/bmiddle/006DTj6Tly1gifqu6t6ycg30cm0am4qr.gif""&&&&""http://wx2.sinaimg.cn/bmiddle/006DTj6Tly1gifqu7n1isg30cm0am4qr.gif""&&&&""http://wx1.sinaimg.cn/bmiddle/006DTj6Tly1gifqu7u5yog30j60asznh.gif""]""",5905760b1bc17f2d5ee3102e3c1a943b,5b16116083bc72bd45be5ecfcc7dc6d2,401a40cd332c4a23668a1de02fbdc64d,e10638f183a7fd99beeb164a030f180c,401a40cd332c4a23668a1de02fbdc64d,e10638f183a7fd99beeb164a030f180c,,0
[熊猫]//@用户7472381350会飞的鱼:转发微博 ,非敏感,转发,10/13/2020 11:21,@时代少年团-刘耀文 #湖人总冠军#老詹永远滴神！！！湖人总冠军??#爱豆V力量#?#拍一张名叫快乐的照片# ??,普通,黑龙江, ,女,[熊猫]//@用户7472381350会飞的鱼:转发微博 【原微博】 @时代少年团-刘耀文 #湖人总冠军#老詹永远滴神！！！湖人总冠军??#爱豆V力量#?#拍一张名叫快乐的照片# ??,0,1258,0,0,0,湖人总冠军;爱豆V力量;拍一张名叫快乐的照片,喜悦,其他,"[http://wx4.sinaimg.cn/bmiddle/006K3Bq7ly1gjmq6sgr7jj30xc0hgq81.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/006K3Bq7ly1gjmq7ebyu4j31ng2iqqob.jpg""]""",58a403ae95586202851e7e46ee2a10fe,b56963d27fd18146ad77255c40e4d309,71c9c8e4e7495dea7f6dbe3104a08f9c,88947c0e2ed2d74c86caac169d9079dd,edcbbf2f203b325307c46ecc8e7d7324,150ec83b3e4f0528ea92b63a826ec398,,1
哈哈哈哈哈半夜看的笑死 太有才了吧 ,非敏感,转发,9/28/2020 0:19,@全世界最美丽的人啊 #王勉的脱口秀冠军之路#再来一波，音乐才子脱口秀冠军王勉的合集来啦~ 先码后看~#脱口秀大会冠军王勉#  http://t.cn/A64egQLS ??,达人,上海, ,女,哈哈哈哈哈半夜看的笑死 太有才了吧 【原微博】 @全世界最美丽的人啊 #王勉的脱口秀冠军之路#再来一波，音乐才子脱口秀冠军王勉的合集来啦~ 先码后看~#脱口秀大会冠军王勉#  http://t.cn/A64egQLS ??,478,1600,0,0,0,王勉的脱口秀冠军之路;脱口秀大会冠军王勉,喜悦,其他, ,5875f44fe6c638d5be3a305dd95ba1c8,9dcbeb9e4dded9238aaa156255c6d5f3,2fd90de85eaa61c517b169e087b4b0d1,e37449cdbec326d51e35f8434c36bb67,2fd90de85eaa61c517b169e087b4b0d1,e37449cdbec326d51e35f8434c36bb67,,0
